user_id,gender,age_range,new_user,register_days,member_level,device,operative_system,source,total_pages_visited,active_days_30d,days_since_last_login,cart_total,fav_total,last_buy_days,buy_freq,total_spend,avg_order_amount,refund_cnt,churn
U10297,F,25-34,1,606,2,Mobile,iOS,Email,135,2,1,13,3,25,23,6310.55,260.97,1,0
U10416,F,25-34,0,476,1,Mobile,macOS,Search,66,19,3,6,4,9,19,11146.67,688.83,2,0
U10146,M,<18,0,293,1,Mobile,iOS,Search,31,1,35,1,7,61,1,1496.64,1869.25,2,1
U10392,M,25-34,0,372,3,PC,Android,Social,130,4,3,13,3,0,18,22126.68,1438.88,0,0
U10147,F,35-44,0,187,0,Mobile,Android,Direct,107,1,62,3,9,34,3,505.79,177.53,0,0
U10447,M,25-34,0,495,4,Mobile,Windows,Search,129,25,3,16,4,8,36,12443.34,333.64,0,0
U10287,M,35-44,0,648,3,Mobile,Android,Email,80,12,16,17,6,7,18,14492.59,831.22,0,0
U10123,M,18-24,0,45,3,PC,Windows,Search,23,1,12,6,1,46,1,622.08,654.9,0,1
U10368,F,25-34,1,878,0,Tablet,Windows,Search,119,13,5,24,4,2,23,8614.76,390.17,0,0
U10096,F,18-24,0,119,4,Mobile,Windows,Social,29,2,25,0,9,18,3,585.83,175.45,3,1
U10143,F,25-34,0,273,1,Tablet,macOS,Search,17,4,7,7,6,27,2,688.89,331.28,1,1
U10239,F,25-34,0,287,2,PC,iOS,Direct,22,2,20,7,1,22,7,775.92,115.93,2,1
U10442,F,35-44,0,668,2,PC,iOS,Ads,167,5,4,21,5,6,18,10174.84,518.65,0,0
U10097,F,35-44,1,320,2,PC,macOS,Social,36,1,41,4,11,42,1,1176.98,1235.18,0,1
U10407,M,45-54,1,727,3,Mobile,iOS,Direct,194,16,1,12,15,1,16,6530.27,483.35,0,0
U10122,M,35-44,1,289,0,Mobile,iOS,Search,53,1,37,8,1,42,3,438.35,133.65,0,1
U10183,F,45-54,0,20,4,Mobile,Windows,Ads,22,3,19,6,1,47,5,584.03,100.98,0,1
U10202,M,45-54,0,167,2,Tablet,iOS,Social,17,1,26,2,2,22,2,1493.65,642.41,1,1
U10246,M,25-34,0,192,1,Mobile,Windows,Social,13,13,56,10,1,86,11,435.29,43.38,2,1
U10305,M,25-34,0,470,3,Mobile,iOS,Search,116,12,6,8,4,4,38,16424.34,450.17,0,0
U10298,F,45-54,0,714,4,Mobile,Windows,Direct,121,8,1,8,12,15,14,2447.55,197.35,0,0
U10351,M,35-44,0,324,0,Mobile,Windows,Search,76,25,9,27,7,20,56,9995.87,182.96,1,0
U10386,F,35-44,0,573,2,PC,iOS,Direct,36,17,0,18,7,21,8,10217.32,1397.22,2,1
U10395,M,25-34,1,540,2,Mobile,Windows,Search,108,17,3,17,10,2,18,16286.17,918.29,1,0
U10284,M,18-24,0,655,0,PC,Windows,Search,79,11,6,7,5,2,35,7608.81,220.26,0,0
U10125,F,25-34,0,454,1,Mobile,Windows,Search,95,11,38,0,3,23,2,531.53,335.81,3,0
U10302,F,18-24,0,377,3,Mobile,Windows,Search,95,17,1,10,7,27,13,12029.91,963.64,0,0
U10223,F,25-34,0,170,3,Mobile,iOS,Search,5,0,14,3,1,39,1,853.76,881.63,0,1
U10418,F,55+,0,625,1,Mobile,Windows,Search,107,21,4,20,8,12,10,19392.79,2312.15,0,0
U10219,F,35-44,0,89,0,Mobile,iOS,Direct,31,5,29,5,1,41,3,2166.81,715.9,0,1
U10129,M,55+,0,405,4,PC,Android,Email,55,2,17,8,5,98,2,693.77,337.07,2,1
U10420,M,25-34,0,710,2,Mobile,macOS,Search,167,30,10,12,14,16,19,23173.5,1174.91,0,0
U10289,F,18-24,0,386,1,Mobile,Windows,Ads,110,24,3,33,8,13,24,18175.5,901.52,1,0
U10444,M,35-44,0,491,1,PC,Windows,Email,112,22,3,19,3,10,45,5210.95,125.46,0,0
U10376,F,35-44,0,488,4,Mobile,iOS,Email,94,16,1,32,7,9,7,4906.43,704.68,1,0
U10291,F,25-34,0,603,1,PC,Android,Direct,59,15,4,4,4,9,30,15620.45,602.7,2,0
U10355,F,18-24,0,935,3,Mobile,Android,Direct,66,14,22,14,7,16,32,4133.77,128.72,0,0
U10294,F,18-24,0,643,1,Tablet,iOS,Search,110,22,0,9,4,11,31,11609.32,364.9,2,0
U10396,M,55+,1,495,4,Mobile,Windows,Search,101,12,6,21,20,4,41,11235.22,322.4,2,0
U10340,F,<18,0,841,4,Mobile,Windows,Email,84,23,2,13,5,3,26,4012.28,183.83,2,0
U10112,M,35-44,0,131,2,PC,Windows,Search,45,7,53,2,0,120,5,222.89,57.06,1,0
U10179,F,18-24,0,264,0,Mobile,iOS,Direct,50,6,37,1,1,22,8,182.71,18.73,0,1
U10307,F,25-34,0,685,2,Mobile,macOS,Search,97,20,0,10,9,26,23,16795.37,849.18,0,0
U10432,F,25-34,0,496,4,PC,Windows,Search,137,10,12,14,3,33,12,10365.0,1024.81,0,0
U10487,F,35-44,0,869,2,PC,Windows,Search,75,8,5,9,7,17,43,6693.91,170.55,0,0
U10481,F,25-34,1,835,1,Mobile,Windows,Search,109,8,2,15,2,5,14,3710.06,244.4,0,0
U10422,F,18-24,0,667,3,PC,Android,Social,152,19,3,12,26,5,18,12887.44,827.42,0,1
U10233,F,25-34,0,323,0,Mobile,Windows,Email,4,11,40,2,6,17,1,885.76,1108.65,0,1
U10311,F,18-24,0,538,1,PC,Android,Social,130,5,1,24,6,11,8,9565.12,1191.82,0,0
U10164,M,35-44,0,237,3,Mobile,macOS,Direct,55,1,50,3,2,19,2,1217.14,707.17,3,1
U10136,F,25-34,0,330,1,PC,Windows,Search,30,5,57,6,1,74,12,1733.05,183.31,0,1
U10197,F,35-44,0,329,0,Mobile,Windows,Search,55,5,38,10,5,62,2,1423.3,910.19,0,1
U10258,M,35-44,0,368,2,Mobile,macOS,Search,223,26,12,11,5,4,14,6495.02,507.27,0,0
U10232,M,18-24,0,300,1,PC,Windows,Search,8,14,37,6,6,34,1,1393.6,1571.59,0,1
U10115,F,18-24,0,226,3,Mobile,Linux,Social,19,1,13,2,5,23,6,1343.47,264.95,1,1
U10120,F,25-34,0,334,3,PC,Android,Search,36,5,52,16,1,120,4,440.07,120.98,0,1
U10349,M,35-44,0,523,1,Mobile,macOS,Search,150,24,4,24,14,7,28,8107.94,263.09,1,0
U10224,M,25-34,0,442,4,Mobile,Windows,Social,37,3,39,12,3,24,8,3414.79,355.05,1,1
U10402,M,25-34,1,833,3,Mobile,Windows,Email,82,29,6,21,16,6,46,13949.06,346.61,0,0
U10397,M,35-44,0,539,4,Mobile,Android,Direct,83,10,15,26,8,9,38,20753.4,616.64,0,0
U10127,M,25-34,0,179,0,Tablet,Android,Direct,20,5,22,11,3,10,6,6000.0,1075.58,0,1
U10285,M,18-24,0,296,1,PC,Windows,Email,118,12,0,22,7,10,30,2266.1,81.34,0,0
U10411,F,45-54,0,407,1,Mobile,Android,Email,167,17,18,8,16,7,18,5108.67,287.23,2,0
U10107,F,35-44,0,349,1,PC,Android,Ads,46,4,57,10,0,62,8,635.75,102.4,0,1
U10370,F,18-24,0,620,2,Mobile,iOS,Ads,106,13,9,18,9,19,46,11617.4,254.88,2,0
U10325,F,18-24,0,669,3,Mobile,Android,Direct,175,16,4,21,26,12,26,7926.62,292.83,0,0
U10133,M,18-24,0,409,1,Mobile,iOS,Search,66,2,7,3,3,60,0,476.56,612.65,1,1
U10452,F,35-44,0,446,4,Mobile,Windows,Search,147,9,8,13,6,8,29,8689.23,302.61,0,0
U10044,F,<18,0,218,4,PC,Android,Social,24,2,32,3,1,25,3,516.34,146.69,1,1
U10460,M,45-54,0,463,4,PC,Android,Direct,93,11,10,18,9,23,15,9043.0,547.04,0,0
U10065,F,25-34,0,252,2,Mobile,Android,Email,29,0,28,1,10,58,9,498.44,65.38,0,1
U10283,M,45-54,0,595,3,PC,iOS,Ads,48,9,14,10,0,9,18,12461.19,685.04,0,0
U10085,M,25-34,0,98,4,Mobile,macOS,Social,16,15,17,9,12,36,3,1008.09,414.99,0,1
U10242,M,25-34,0,189,3,Mobile,Android,Email,34,3,34,6,1,80,5,251.33,53.95,0,1
U10186,F,55+,0,351,0,Mobile,iOS,Search,35,3,44,15,1,56,0,829.75,758.08,0,1
U10383,F,35-44,0,879,4,Mobile,Windows,Search,138,21,4,30,9,11,11,10058.0,837.29,2,0
U10159,F,25-34,0,222,0,Mobile,iOS,Direct,10,2,28,6,0,40,1,1081.43,1096.28,1,1
U10012,M,18-24,0,221,0,Mobile,Android,Search,93,11,11,11,0,25,5,879.21,191.27,0,1
U10035,F,35-44,0,324,2,Mobile,Windows,Direct,42,4,15,9,2,68,7,542.64,70.93,0,1
U10028,F,25-34,0,276,0,Mobile,Android,Direct,43,1,29,4,6,43,2,335.88,211.59,0,1
U10170,F,18-24,0,210,2,PC,Android,Direct,53,0,45,2,1,47,3,1057.07,379.49,0,1
U10142,M,35-44,0,187,0,PC,Windows,Social,17,9,24,0,0,118,8,257.41,40.07,1,1
U10398,M,25-34,0,753,2,Mobile,Android,Search,109,2,5,4,5,9,46,9754.75,214.08,0,0
U10342,M,25-34,0,550,4,Mobile,macOS,Ads,85,19,13,19,8,10,32,6131.94,206.72,0,0
U10221,M,25-34,0,623,0,Mobile,Android,Ads,18,3,74,7,3,35,14,796.51,58.88,0,1
U10095,F,55+,0,52,4,Mobile,iOS,Search,11,1,64,6,4,84,2,256.62,132.8,2,1
U10051,F,25-34,1,290,2,Mobile,macOS,Direct,75,5,47,3,3,23,1,343.22,338.63,0,1
U10240,F,<18,0,75,0,PC,Android,Search,24,6,21,5,2,28,2,230.43,94.96,0,1
U10484,M,25-34,1,576,3,PC,Windows,Email,152,18,17,21,13,5,25,7493.08,282.27,0,0
U10378,M,25-34,1,785,2,Mobile,Android,Direct,111,25,9,18,0,8,27,2952.86,125.14,0,0
U10178,F,35-44,0,218,1,Mobile,Android,Direct,17,7,31,2,0,55,6,4290.42,916.61,0,1
U10041,F,25-34,0,271,0,PC,Android,Search,42,8,10,2,4,102,3,204.55,81.64,1,1
U10498,M,35-44,0,706,3,PC,Android,Email,141,8,21,12,5,4,14,24165.31,1619.0,0,0
U10421,M,35-44,0,788,2,Mobile,Windows,Search,63,18,9,31,14,5,10,7979.24,782.17,1,0
U10206,M,25-34,0,140,2,PC,Windows,Direct,104,1,76,7,4,24,6,1770.35,247.65,0,1
U10282,F,25-34,0,417,0,Mobile,Windows,Search,98,18,4,19,11,7,26,6311.86,287.74,0,0
U10254,M,25-34,1,303,0,Tablet,iOS,Search,118,18,5,13,9,1,31,5699.05,177.33,1,0
U10412,F,18-24,0,452,2,Mobile,Windows,Email,85,16,7,11,14,20,19,5333.13,318.17,0,0
U10004,M,18-24,1,310,3,Mobile,Windows,Ads,65,1,25,5,3,18,2,733.5,422.32,0,1
U10256,F,25-34,0,502,2,Mobile,Windows,Ads,186,28,8,6,7,3,38,6656.46,158.95,1,0
U10448,F,25-34,0,792,2,Mobile,macOS,Search,240,22,2,14,20,17,31,13201.6,397.83,0,0
U10100,F,18-24,0,206,0,PC,iOS,Social,43,5,40,7,7,14,5,1078.51,217.49,0,1
U10226,M,25-34,0,274,2,PC,Windows,Direct,29,5,9,8,2,45,3,824.16,325.75,2,1
U10429,F,25-34,1,685,1,Mobile,Windows,Ads,99,16,5,16,4,6,17,11723.58,691.25,0,0
U10213,F,18-24,0,220,1,PC,Windows,Ads,31,4,53,1,5,22,6,1300.8,189.84,0,1
U10171,M,18-24,1,448,1,Mobile,iOS,Direct,58,4,10,3,1,43,6,1268.78,258.88,0,1
U10098,M,25-34,1,325,0,PC,iOS,Email,11,2,30,3,1,32,10,115.87,10.72,1,1
U10292,F,45-54,0,103,1,PC,Windows,Social,250,17,4,19,20,1,27,7550.86,334.41,0,0
U10215,F,25-34,1,150,0,PC,Windows,Social,158,10,21,1,1,78,8,2072.0,296.8,0,1
U10061,F,18-24,0,319,0,PC,Android,Direct,10,0,20,9,5,35,15,500.31,37.3,1,1
U10047,F,45-54,0,375,1,Mobile,iOS,Search,77,10,42,5,2,86,7,620.59,82.37,1,1
U10032,M,55+,0,366,3,Mobile,Windows,Search,31,0,48,4,3,52,1,1689.81,1361.14,0,1
U10267,F,25-34,0,1014,2,PC,iOS,Email,152,22,2,22,2,24,14,4002.01,259.94,0,0
U10327,M,25-34,0,676,4,Tablet,Windows,Direct,32,21,1,15,7,2,36,7861.23,231.57,0,0
U10200,F,25-34,0,486,2,Mobile,Windows,Search,42,4,54,6,1,70,2,699.89,355.22,0,1
U10446,F,18-24,0,443,1,Mobile,Android,Search,155,12,4,21,0,10,12,5625.73,446.34,0,0
U10027,F,18-24,0,192,0,Mobile,iOS,Search,52,1,40,15,0,99,5,297.5,48.14,2,1
U10424,F,25-34,0,517,2,Mobile,Windows,Search,120,3,12,25,21,2,28,7076.23,239.7,0,0
U10230,F,25-34,0,361,1,Mobile,Android,Search,34,1,39,6,3,35,12,842.05,73.16,0,0
U10260,M,25-34,0,152,1,Mobile,Android,Direct,83,18,4,13,4,13,11,13370.26,1213.15,0,0
U10288,M,25-34,1,460,1,Mobile,iOS,Social,127,10,9,11,3,1,20,3316.72,186.4,1,0
U10162,M,35-44,0,207,0,Mobile,Android,Search,61,19,37,6,5,88,8,516.07,80.2,0,1
U10425,F,25-34,0,175,1,Mobile,Windows,Search,126,22,5,8,27,6,14,9140.53,682.7,0,0
U10138,F,25-34,0,408,2,Mobile,Linux,Social,58,1,51,0,4,61,3,378.21,106.12,0,1
U10062,M,25-34,0,260,2,PC,Windows,Email,87,0,16,1,4,86,6,1655.81,273.48,0,1
U10135,M,18-24,1,202,2,PC,Android,Email,37,6,36,13,5,63,9,927.26,129.56,0,1
U10128,F,18-24,0,63,0,Mobile,Windows,Social,26,2,14,2,3,68,13,898.25,63.38,0,1
U10476,F,25-34,1,593,2,Mobile,Windows,Search,81,21,10,15,7,5,33,8091.25,289.9,1,0
U10008,F,25-34,0,85,0,Tablet,macOS,Ads,18,3,69,7,1,24,5,697.25,176.29,0,1
U10326,F,45-54,0,390,4,Mobile,Android,Ads,59,12,13,17,5,12,20,8550.74,497.18,0,0
U10463,M,25-34,0,672,2,PC,Android,Search,67,10,2,13,18,9,32,9904.32,306.95,0,0
U10064,M,18-24,1,89,3,Mobile,iOS,Ads,57,2,74,7,7,58,2,1915.44,1025.83,1,1
U10300,M,55+,1,552,3,PC,Android,Search,58,23,1,15,6,7,42,8072.05,188.25,0,0
U10014,M,35-44,0,436,2,PC,iOS,Social,23,6,26,5,2,28,15,1826.71,145.5,0,1
U10156,M,25-34,0,55,2,Mobile,iOS,Email,43,0,31,5,16,13,4,1318.95,341.55,0,1
U10040,F,35-44,0,383,2,Mobile,Windows,Ads,28,3,39,3,3,48,6,3154.87,620.73,0,1
U10379,F,25-34,0,376,4,PC,iOS,Social,117,16,2,13,12,4,19,24035.21,1246.49,1,0
U10468,M,25-34,0,517,2,Mobile,iOS,Direct,135,13,11,17,10,19,6,12155.94,1927.91,0,0
U10403,M,25-34,0,564,4,PC,Android,Ads,156,26,19,5,5,4,32,10891.64,351.63,0,0
U10216,M,45-54,0,274,1,Tablet,Android,Search,24,1,13,1,2,67,6,330.52,63.55,0,1
U10279,F,25-34,0,789,1,Mobile,iOS,Direct,99,11,3,23,6,3,20,8753.52,484.92,1,0
U10434,M,18-24,0,581,2,Mobile,Android,Search,66,7,13,12,7,4,30,13658.25,438.03,0,0
U10430,M,35-44,0,661,4,PC,macOS,Social,67,19,8,10,17,3,26,14256.96,558.75,0,1
U10337,F,35-44,0,377,0,PC,Android,Search,74,23,8,7,6,0,23,15492.94,697.3,0,0
U10236,M,25-34,0,342,2,Mobile,Linux,Search,26,0,45,5,3,85,0,375.05,480.37,0,1
U10207,M,55+,0,357,0,PC,Windows,Direct,64,3,37,8,4,62,9,342.7,45.9,0,1
U10212,M,<18,0,507,1,Mobile,iOS,Direct,92,2,9,11,1,67,2,1047.88,608.47,0,1
U10295,F,35-44,0,574,0,Mobile,Windows,Search,100,16,4,17,1,4,27,6219.88,270.63,0,0
U10457,M,25-34,1,669,0,PC,Android,Search,65,16,1,7,12,4,19,10286.33,611.0,0,0
U10251,M,25-34,0,481,2,Mobile,Android,Search,120,4,16,21,6,4,20,13161.29,601.35,0,0
U10488,F,45-54,0,553,4,Mobile,iOS,Search,317,9,2,11,14,1,35,18029.17,501.44,0,0
U10486,M,45-54,0,771,4,Tablet,iOS,Referral,27,13,2,22,2,14,34,10179.58,318.43,1,0
U10303,F,45-54,0,392,2,Mobile,Android,Search,75,10,9,43,10,17,13,11855.42,879.51,0,0
U10350,M,35-44,0,458,4,Mobile,Android,Email,61,26,1,17,10,1,20,18768.49,992.37,0,0
U10269,F,18-24,0,481,2,PC,Android,Direct,41,18,1,25,4,7,23,20235.45,956.71,0,0
U10201,M,35-44,1,341,4,PC,iOS,Email,30,3,67,8,2,39,2,1332.03,731.3,0,1
U10161,F,55+,0,198,1,Mobile,Android,Social,25,1,61,1,2,57,8,1532.75,236.91,0,1
U10043,F,18-24,0,304,3,Mobile,iOS,Direct,19,13,34,2,1,12,2,43.65,25.04,2,1
U10217,M,18-24,0,205,0,Tablet,iOS,Direct,54,4,57,3,10,56,5,549.85,113.48,0,0
U10401,F,18-24,0,445,2,Mobile,iOS,Direct,109,17,20,44,13,6,39,10354.62,266.0,0,0
U10190,M,25-34,0,154,4,Tablet,iOS,Search,28,2,42,5,0,84,4,765.99,226.57,0,1
U10309,F,<18,1,324,1,Mobile,macOS,Search,53,19,10,10,7,8,26,14338.48,652.4,0,0
U10259,F,25-34,0,591,3,PC,Android,Direct,156,6,16,12,2,1,8,16522.36,2398.3,0,0
U10105,M,18-24,0,87,1,Mobile,Android,Direct,29,2,59,12,1,54,5,802.32,142.76,3,1
U10053,M,18-24,0,145,1,Mobile,Android,Direct,15,1,54,6,1,33,5,820.72,176.47,0,1
U10389,M,45-54,1,407,0,Mobile,macOS,Direct,91,22,12,30,11,13,13,9342.39,850.22,0,0
U10001,M,35-44,0,222,0,Tablet,iOS,Ads,20,2,31,1,5,21,1,966.98,1227.82,2,1
U10441,F,25-34,0,588,3,Mobile,macOS,Search,87,15,10,9,15,15,32,9723.5,335.71,0,0
U10482,M,25-34,0,660,3,Tablet,macOS,Social,234,12,2,11,6,26,24,4855.08,199.41,1,0
U10049,M,18-24,0,255,4,PC,Windows,Direct,19,3,6,8,3,120,3,1772.86,671.75,3,1
U10419,M,35-44,0,178,2,PC,Android,Direct,131,30,7,12,2,19,16,11008.76,786.12,0,0
U10080,M,45-54,0,159,0,Mobile,Windows,Direct,62,3,20,0,3,62,2,931.72,513.33,1,1
U10205,F,45-54,0,322,2,Mobile,Android,Search,24,0,27,11,0,46,3,1306.78,486.02,0,1
U10034,F,18-24,0,322,0,Mobile,Android,Direct,9,3,80,7,1,66,0,786.2,841.98,2,1
U10263,F,45-54,1,528,2,PC,Android,Search,97,30,7,8,22,28,26,5848.34,259.13,1,0
U10427,F,25-34,0,807,0,Tablet,Windows,Ads,50,8,0,7,6,2,14,15840.29,1163.4,0,0
U10366,M,35-44,0,706,3,Mobile,Android,Social,70,23,2,3,14,31,53,11659.71,225.24,1,0
U10091,F,25-34,0,230,3,Mobile,iOS,Search,58,3,54,10,3,52,6,1877.02,399.93,0,1
U10339,M,18-24,0,250,1,PC,Android,Ads,116,23,9,11,12,11,15,13198.28,796.74,0,0
U10473,M,55+,1,973,1,PC,iOS,Social,217,16,4,16,12,4,17,3592.52,219.16,0,0
U10052,M,35-44,0,20,2,Mobile,macOS,Ads,3,17,11,0,8,64,7,1028.34,121.95,3,0
U10345,M,25-34,0,694,3,PC,Windows,Email,134,19,9,27,17,7,19,8503.44,402.83,0,0
U10264,F,18-24,1,558,1,PC,Linux,Search,70,19,11,6,3,4,19,14706.64,771.06,1,0
U10241,F,35-44,0,462,1,Mobile,Android,Social,20,2,31,7,2,39,4,614.81,124.51,1,1
U10013,F,25-34,0,203,4,Mobile,iOS,Ads,39,1,21,8,6,56,2,521.52,337.75,0,1
U10315,M,25-34,0,687,2,Mobile,iOS,Social,127,27,7,16,5,4,16,18708.88,1141.26,0,0
U10088,F,35-44,0,311,2,Mobile,Android,Email,40,8,28,2,1,39,0,978.74,1171.8,1,1
U10387,F,<18,0,726,2,PC,Android,Ads,153,11,2,19,15,2,21,7271.34,408.05,0,0
U10273,F,25-34,0,190,1,PC,Windows,Search,50,10,1,50,24,6,23,15779.76,786.79,0,1
U10166,F,25-34,0,79,3,PC,iOS,Search,22,1,19,0,4,10,3,740.02,236.86,0,1
U10328,F,18-24,0,315,3,PC,Android,Search,52,20,5,25,14,5,17,12270.24,714.02,0,0
U10492,F,25-34,0,825,3,Mobile,Windows,Email,65,14,3,7,17,13,49,2445.39,54.44,0,0
U10134,F,18-24,0,282,4,Mobile,Windows,Direct,16,8,25,1,1,110,1,273.29,331.68,0,1
U10306,F,18-24,0,292,4,PC,Windows,Email,37,6,4,7,10,8,43,7250.42,162.03,0,0
U10480,M,25-34,0,844,3,Mobile,iOS,Ads,211,4,0,8,6,9,13,5666.41,506.9,1,0
U10319,F,25-34,0,293,1,Tablet,Android,Email,115,16,8,13,10,13,17,5631.98,377.47,0,0
U10243,F,45-54,0,338,3,Mobile,macOS,Direct,33,2,29,7,3,62,6,438.61,87.94,0,1
U10054,F,55+,0,316,3,Mobile,Windows,Search,10,12,13,2,2,89,2,3126.56,1826.59,2,1
U10363,M,25-34,1,658,0,Mobile,Android,Search,171,5,10,26,6,5,57,9534.11,167.82,0,0
U10050,M,35-44,0,125,3,PC,Android,Ads,35,4,36,9,7,86,11,290.78,34.36,0,1
U10456,M,18-24,0,536,4,Tablet,Windows,Search,93,4,7,10,14,7,23,3462.95,161.79,0,0
U10174,F,25-34,1,261,3,PC,macOS,Search,29,16,44,4,2,30,13,865.57,55.02,1,1
U10445,M,25-34,0,273,1,Tablet,iOS,Direct,156,17,13,18,1,4,29,8937.87,339.7,0,0
U10189,M,25-34,1,343,2,Mobile,Windows,Email,13,11,45,0,2,87,0,345.64,347.57,1,1
U10496,F,45-54,0,432,2,PC,iOS,Ads,105,25,12,15,9,7,39,8189.48,234.96,0,0
U10187,F,25-34,1,391,2,Mobile,iOS,Search,8,0,69,4,1,68,4,1738.03,471.27,2,1
U10169,F,45-54,1,390,2,Mobile,Windows,Direct,61,0,62,5,1,30,11,1490.43,122.22,0,1
U10058,F,18-24,1,549,0,Mobile,macOS,Ads,38,4,28,2,2,47,4,1480.5,328.46,0,1
U10048,M,35-44,0,115,4,Mobile,Windows,Search,34,0,10,3,2,38,3,3021.16,1100.38,2,1
U10344,F,18-24,0,753,4,Mobile,Windows,Social,73,11,0,13,9,1,14,10561.67,842.07,0,0
U10235,F,<18,0,271,3,Mobile,Linux,Email,15,5,8,5,7,29,2,628.71,388.23,1,1
U10252,M,25-34,0,624,2,Mobile,iOS,Search,168,22,6,20,7,5,48,7303.6,153.15,0,0
U10021,M,18-24,0,154,1,Mobile,Windows,Ads,19,4,29,3,1,33,0,2063.67,1688.79,0,1
U10313,F,25-34,0,363,4,Mobile,Android,Search,216,12,0,16,14,2,38,32563.87,865.59,0,0
U10459,M,25-34,0,553,3,PC,iOS,Referral,57,11,10,17,3,5,40,10708.54,291.39,1,0
U10160,F,18-24,0,150,3,Tablet,macOS,Email,20,2,39,2,2,28,1,1447.71,1711.66,0,1
U10276,M,35-44,0,280,4,PC,iOS,Search,87,15,10,21,6,14,17,9958.43,601.08,1,0
U10443,M,45-54,1,506,3,Tablet,iOS,Ads,44,20,1,20,11,2,33,22539.14,798.03,0,0
U10191,F,25-34,0,361,4,PC,Android,Social,63,5,20,0,2,120,8,803.13,89.44,0,1
U10385,M,45-54,0,432,2,Mobile,iOS,Email,210,8,1,12,16,12,30,10303.62,386.9,0,0
U10293,M,18-24,0,397,0,Mobile,iOS,Search,96,14,1,10,12,3,25,7777.11,344.82,0,0
U10413,M,<18,0,565,4,Mobile,Linux,Search,152,12,1,17,13,14,17,11247.21,720.23,0,0
U10343,M,25-34,0,711,1,Mobile,iOS,Direct,189,20,11,13,11,17,12,7584.21,664.33,0,0
U10257,F,25-34,0,215,1,Mobile,Android,Search,126,11,1,10,10,2,31,6876.61,219.92,0,0
U10308,F,45-54,0,596,2,PC,iOS,Direct,68,14,18,30,10,16,45,2425.92,63.35,0,0
U10149,M,35-44,0,259,2,Mobile,Android,Direct,19,1,33,0,1,120,1,1204.15,1011.6,0,1
U10130,F,18-24,0,118,4,Mobile,Android,Search,39,9,49,1,10,84,1,536.39,651.97,0,1
U10151,F,25-34,0,186,3,Mobile,iOS,Social,43,9,95,8,0,55,4,2336.92,490.78,0,1
U10359,M,35-44,0,465,3,Tablet,iOS,Search,109,22,1,13,12,10,50,5428.48,105.96,2,0
U10099,M,35-44,0,370,0,Tablet,Windows,Social,24,6,88,0,1,20,3,1581.06,552.72,0,0
U10372,M,45-54,0,602,1,PC,Windows,Ads,132,23,7,15,1,5,15,14030.46,1109.84,0,0
U10087,F,55+,0,389,3,PC,iOS,Direct,28,6,35,9,6,25,1,1612.4,1301.46,1,1
U10458,M,<18,0,665,1,PC,Windows,Search,295,23,3,14,24,12,37,7708.13,234.84,0,0
U10330,F,25-34,0,896,2,Mobile,iOS,Search,89,12,12,20,7,4,11,7071.78,674.13,0,0
U10214,M,35-44,0,226,4,Mobile,iOS,Direct,16,1,42,6,3,74,8,562.39,69.33,0,1
U10466,F,25-34,1,393,2,Mobile,iOS,Social,281,11,15,6,11,7,16,4792.85,270.25,2,0
U10121,F,25-34,0,191,3,PC,Windows,Ads,80,7,32,6,3,22,12,2316.94,157.53,0,1
U10499,F,18-24,0,560,2,Tablet,iOS,Direct,106,9,2,13,6,9,22,5124.21,275.66,2,0
U10020,F,55+,0,248,1,Mobile,Linux,Direct,53,0,46,5,1,45,8,535.78,56.55,0,1
U10188,F,35-44,0,275,0,Mobile,macOS,Ads,52,2,38,0,2,34,0,769.65,990.89,0,1
U10071,F,18-24,0,98,4,Mobile,Android,Direct,31,5,91,3,8,32,2,915.05,566.83,2,1
U10106,M,25-34,0,172,1,Mobile,Windows,Search,86,1,16,2,3,34,3,244.46,104.51,0,1
U10270,M,18-24,0,394,2,Mobile,Windows,Direct,185,10,2,15,8,13,22,7650.25,357.71,0,0
U10348,M,35-44,0,369,0,Tablet,iOS,Search,58,12,5,21,12,6,10,5054.57,523.21,0,1
U10435,M,18-24,1,421,3,Mobile,iOS,Ads,147,7,6,17,9,2,25,9388.75,344.14,1,0
U10102,F,18-24,0,318,0,PC,Android,Search,34,2,37,6,2,39,13,1341.33,124.18,0,1
